Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P45184	TUSE_HAEIN	reviewed	Sulfurtransferase TusE homolog (EC 2.8.1.-)	tusE HI_1371	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	109
P44197	TRUC_HAEIN	reviewed	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	truC HI_1435	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	239
P44125	Y1192_HAEIN	reviewed	Uncharacterized protein HI_1192	HI_1192	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	47
P44162	Y1326_HAEIN	reviewed	Uncharacterized protein HI_1326	HI_1326	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	242
P43942	Y101_HAEIN	reviewed	Uncharacterized protein HI_0101	HI_0101	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	146
P45097	QUEE_HAEIN	reviewed	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	queE HI_1189	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	211
P45077	PMBA_HAEIN	reviewed	Metalloprotease PmbA homolog (EC 3.4.-.-)	pmbA HI_1152	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	451
P44603	PLSY_HAEIN	reviewed	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase)	plsY HI_0266	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	199
P44957	RIBF_HAEIN	reviewed	Bifunctional riboflavin kinase/FMN adenylyltransferase (Riboflavin biosynthesis protein RibF) [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	ribF HI_0963	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	308
P43852	PUR9_HAEIN	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH HI_0887	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	532
P46456	PURR_HAEIN	reviewed	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR HI_1635	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	336
P44970	TBPA_HAEIN	reviewed	Transferrin-binding protein A (TbpA) (Transferrin-binding protein 1)	tbpA tbp1 HI_0994	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	912
P31812	TRMA_HAEIN	reviewed	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA HI_0848	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	363
P44887	Y828_HAEIN	reviewed	Uncharacterized protein HI_0828	HI_0828	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	98
P45477	PYRD_HAEIN	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD HI_1401	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	339
P44444	RNPH_HAEIN	reviewed	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph HI_0273	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	238
P45175	RNG_HAEIN	reviewed	Ribonuclease G (RNase G) (EC 3.1.26.-)	rng HI_1353	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	491
P44721	SURA_HAEIN	reviewed	Putative peptidyl-prolyl cis-trans isomerase SurA (PPIase SurA) (EC 5.2.1.8) (Chaperone SurA homolog) (Rotamase SurA)	surA HI_0458	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	313
P45101	SUCC_HAEIN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HI_1196	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	389
P44736	RBSC_HAEIN	reviewed	Ribose import permease protein RbsC	rbsC HI_0503	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	323
P43706	RECX_HAEIN	reviewed	Regulatory protein RecX	recX HI_0599	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	152
P71396	RNFB_HAEIN	reviewed	Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rnf electron transport complex subunit B)	rnfB HI_1684	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	193
P44914	RMLB_HAEIN	reviewed	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	rffG HI_0873	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	338
Q57288	RNFD_HAEIN	reviewed	Ion-translocating oxidoreductase complex subunit D (EC 7.-.-.-) (Rnf electron transport complex subunit D)	rnfD HI_1686	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	358
P44967	SSRP_HAEIN	reviewed	SsrA-binding protein (Small protein B)	smpB HI_0981	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	161
P43935	Y077_HAEIN	reviewed	Uncharacterized protein HI_0077	HI_0077	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	288
P44727	TYRPA_HAEIN	reviewed	Tyrosine-specific transport protein 1 (Tyrosine permease 1)	tyrP-A HI_0477	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	400
P44231	VG37_HAEIN	reviewed	Mu-like prophage FluMu protein gp37	HI_1509	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	194
P43954	Y152_HAEIN	reviewed	Putative 4'-phosphopantetheinyl transferase HI_0152 (EC 2.7.8.-)	HI_0152	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	235
P45008	Y1052_HAEIN	reviewed	Uncharacterized HTH-type transcriptional regulator HI_1052	HI_1052	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	298
P44013	Y552_HAEIN	reviewed	Uncharacterized protein HI_0552	HI_0552	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	207
P44735	RBSA_HAEIN	reviewed	Ribose import ATP-binding protein RbsA (EC 7.5.2.7)	rbsA HI_0502	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	493
P43811	SPOT_HAEIN	reviewed	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)	spoT HI_1741	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	677
P43821	SYGA_HAEIN	reviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ HI_0927	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	302
P44694	TYRR_HAEIN	reviewed	Transcriptional regulatory protein TyrR	tyrR HI_0410	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	318
P71351	VAPD_HAEIN	reviewed	Endoribonuclease VapD (EC 3.1.-.-) (Virulence-associated protein D)	vapD HI_0450	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	91
P44560	TATC_HAEIN	reviewed	Sec-independent protein translocase protein TatC	tatC HI_0188	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	256
P43014	SYT_HAEIN	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS HI_1367	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	643
P44697	THID_HAEIN	reviewed	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD HI_0416	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	269
P44186	Y1414_HAEIN	reviewed	Uncharacterized protein HI_1414	HI_1414	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	91
Q57347	Y1049_HAEIN	reviewed	Uncharacterized protein HI_1049	HI_1049	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	97
P44052	Y787_HAEIN	reviewed	Uncharacterized protein HI_0787	HI_0787	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	201
P44342	RL1_HAEIN	reviewed	50S ribosomal protein L1	rplA rpl1 HI_0516	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P44665	RLMN_HAEIN	reviewed	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN HI_0365	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	390
Q57493	Y092_HAEIN	reviewed	Uncharacterized transporter HI_0092	HI_0092	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	419
P44212	Y1485_HAEIN	reviewed	Putative uncharacterized protein HI_1485 in Mu-like prophage FluMu region	HI_1485	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	73
P44683	Y396_HAEIN	reviewed	Probable ribosomal oxygenase HI_0396 (ROX) (EC 1.14.11.-)	HI_0396	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	404
P44000	Y466_HAEIN	reviewed	Uncharacterized protein HI_0466	HI_0466	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	280
P44897	Y840_HAEIN	reviewed	UPF0352 protein HI_0840	HI_0840	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	72
P44063	Y866_HAEIN	reviewed	Uncharacterized protein HI_0866	HI_0866	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	207
Q57484	Y867_HAEIN	reviewed	Uncharacterized membrane protein HI_0867	HI_0867	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	404
P44876	Y775_HAEIN	reviewed	Uncharacterized HTH-type transcriptional regulator HI_0775	HI_0775	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
Q57278	MODD_HAEIN	reviewed	Putative pyrophosphorylase ModD (EC 2.4.2.-)	modD HI_1473	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	281
P44899	MOBA_HAEIN	reviewed	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA mob HI_0844	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	192
P44714	PTFBC_HAEIN	reviewed	PTS system fructose-specific EIIB'BC component (EIIB'BC-Fru) [Includes: PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIB component); PTS system fructose-specific EIIC component (Fructose permease IIC component)]	fruA HI_0446	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	556
P44341	PYRG_HAEIN	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG HI_1077	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	545
P44124	QUEC_HAEIN	reviewed	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC HI_1191	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	228
P44712	RECR_HAEIN	reviewed	Recombination protein RecR	recR HI_0443	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	200
P43917	RF1_HAEIN	reviewed	Peptide chain release factor 1 (RF-1)	prfA HI_1561	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	360
P43737	RPOA_HAEIN	reviewed	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA HI_0802	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	328
P44366	RL30_HAEIN	reviewed	50S ribosomal protein L30	rpmD rpl30 HI_0796	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	59
P43858	TRPD_HAEIN	reviewed	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD HI_1389	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	333
P43788	TRXB_HAEIN	reviewed	Thioredoxin reductase (TRXR) (EC 1.8.1.9)	trxB HI_1158	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	318
P45046	XYLG_HAEIN	reviewed	Xylose import ATP-binding protein XylG (EC 7.5.2.10)	xylG HI_1110	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	503
P71388	VPC_HAEIN	reviewed	Mu-like prophage FluMu protein C	HI_1491	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	72
P71364	Y1015_HAEIN	reviewed	Uncharacterized permease HI_1015	HI_1015	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	488
P44177	Y1402_HAEIN	reviewed	Uncharacterized protein HI_1402	HI_1402	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	68
P44106	Y1058_HAEIN	reviewed	Uncharacterized protein HI_1058	HI_1058	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	194
P45241	RIMK_HAEIN	reviewed	Probable alpha-L-glutamate ligase (EC 6.3.2.-)	rimK HI_1531	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	302
P44644	RELA_HAEIN	reviewed	GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)	relA HI_0334	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	743
P44643	RLMD_HAEIN	reviewed	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190) (23S rRNA(m5U1939)-methyltransferase)	rlmD rumA HI_0333	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	438
P44442	RND_HAEIN	reviewed	Ribonuclease D (RNase D) (EC 3.1.13.5)	rnd HI_0390	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	399
P44443	RNE_HAEIN	reviewed	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne HI_0413	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	935
P44725	RPIA_HAEIN	reviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA HI_0464	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	219
P44568	RIMM_HAEIN	reviewed	Ribosome maturation factor RimM	rimM HI_0203	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	178
P43807	RNH_HAEIN	reviewed	Ribonuclease HI (RNase HI) (EC 3.1.26.4)	rnhA rnh HI_0138	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	154
P44387	RL13_HAEIN	reviewed	50S ribosomal protein L13	rplM rpl13 HI_1443	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	142
O05070	VGAM_HAEIN	reviewed	Mu-like prophage FluMu host-nuclease inhibitor protein gam	HI_1483	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	169
Q57060	Y095_HAEIN	reviewed	Uncharacterized protein HI_0095	HI_0095	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	251
Q57527	Y1170_HAEIN	reviewed	Uncharacterized PabA-like protein HI_1170	HI_1170	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	328
P44610	Y281_HAEIN	reviewed	Putative metabolite transport protein HI_0281	HI_0281	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	438
P43998	Y451_HAEIN	reviewed	Uncharacterized protein HI_0451	HI_0451	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	63
Q57306	Y355_HAEIN	reviewed	Probable ABC transporter permease protein HI_0355	HI_0355	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	245
P44044	Y731_HAEIN	reviewed	Uncharacterized protein HI_0731	HI_0731	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	127
P44028	Y650_HAEIN	reviewed	Uncharacterized protein HI_0650	HI_0650	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	70
P44704	PSS_HAEIN	reviewed	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA HI_0425	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	455
P44305	RIMI_HAEIN	reviewed	[Ribosomal protein S18]-alanine N-acetyltransferase (EC 2.3.1.266)	rimI HI_0010	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	146
P44353	RL15_HAEIN	reviewed	50S ribosomal protein L15	rplO rpl15 HI_0797	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	144
P44989	SGBE_HAEIN	reviewed	L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4) (Phosphoribulose isomerase)	sgbE HI_1025	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	231
P44333	SUHB_HAEIN	reviewed	Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)	suhB HI_0937	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	267
P44119	SPRT_HAEIN	reviewed	Protein SprT	sprT HI_1173	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	156
P43785	THIO_HAEIN	reviewed	Thioredoxin (Trx)	trxA trxM HI_0084	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	107
Q57251	Y1218_HAEIN	reviewed	Putative L-lactate permease	HI_1218	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	532
P31776	PBPA_HAEIN	reviewed	Penicillin-binding protein 1A (PBP-1a) (PBP1a) (Penicillin-binding protein A) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	mrcA ponA HI_0440	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	853
P43705	RECA_HAEIN	reviewed	Protein RecA (Recombinase 1) (Recombinase A)	recA rec-1 rec1 HI_0600	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	354
P44800	PLDB_HAEIN	reviewed	Probable lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)	pldB HI_0645	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	313
P71359	RECQ_HAEIN	reviewed	ATP-dependent DNA helicase RecQ (EC 3.6.4.12)	recQ HI_0728	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	619
P44907	RNR_HAEIN	reviewed	Ribonuclease R (RNase R) (EC 3.1.13.1) (VacB protein homolog)	rnr vacB HI_0861	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	782
P44291	RNFG_HAEIN	reviewed	Ion-translocating oxidoreductase complex subunit G (EC 7.-.-.-) (Rnf electron transport complex subunit G)	rnfG HI_1687	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	207
P31777	RLMJ_HAEIN	reviewed	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase) (ORFJ)	rlmJ HI_0441	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	281
P44901	RSMJ_HAEIN	reviewed	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmJ HI_0849	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	257
P44791	RSEA_HAEIN	reviewed	Anti-sigma-E factor RseA (Regulator of SigE) (Sigma-E anti-sigma factor RseA) (Sigma-E factor negative regulatory protein)	rseA mclA HI_0629	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	195
P44792	RSEB_HAEIN	reviewed	Sigma-E factor regulatory protein RseB	rseB HI_0630	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
P44936	RSEP_HAEIN	reviewed	Regulator of sigma E protease (EC 3.4.24.-) (S2P endopeptidase) (Site-2 protease RseP) (S2P protease RseP) (Site-2-type intramembrane protease)	rsep HI_0918	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	443
P44632	RUVA_HAEIN	reviewed	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA HI_0313	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	204
P44869	RSMD_HAEIN	reviewed	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171) (16S rRNA m2G966 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmD HI_0767	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	193
P44627	RSME_HAEIN	reviewed	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE HI_0303	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	245
P44756	RPE_HAEIN	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe dod HI_0566	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	224
P44176	RNAAM_HAEIN	reviewed	5'-3' exoribonuclease (EC 3.1.13.-) (3',5'-nucleotide bisphosphate phosphatase) (EC 3.1.3.97) (RNase AM)	HI_1400	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	274
P44591	SECD_HAEIN	reviewed	Protein translocase subunit SecD	secD HI_0240	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	616
P44564	SEQA_HAEIN	reviewed	Negative modulator of initiation of replication	seqA HI_0192	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	197
P43805	SECE_HAEIN	reviewed	Protein translocase subunit SecE	secE HI_0716	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	106
P43885	SERA_HAEIN	reviewed	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	serA HI_0465	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	410
P44738	RRAA_HAEIN	reviewed	Regulator of ribonuclease activity A	rraA HI_0508	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	162
P44543	SIAT1_HAEIN	reviewed	Sialic acid TRAP transporter permease protein SiaT (N-acetylneuraminic acid permease) (N-acetylneuraminic acid transporter) (Neu5Ac permease)	siaT siaQM HI_0147	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	616
P44087	SLAM1_HAEIN	reviewed	Surface lipoprotein assembly modifier 1 (Slam)	HI_0974	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	481
P44089	SLAM2_HAEIN	reviewed	Surface lipoprotein assembly modifier 2 (Slam)	HI_0996 HI_0997	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	481
P46457	SFSA_HAEIN	reviewed	Sugar fermentation stimulation protein homolog	sfsA HI_1611	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	238
P44368	RL32_HAEIN	reviewed	50S ribosomal protein L32	rpmF rpl32 HI_0158	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	56
