FORMATTED_ID,FORMATTED_BATCH_ID,BARCODE,WELL_REF,CAS_NO,CID,SMILES,STRUCTURE_NAME,SUPPLIER,SUPPLIER_REF
CBP-0016948,CBP-0016948-01,A049,F19, , ,Nc1ncnc2n(c(nc12)Sc1ccc(cc1)Cl)C1OC2CO[P@@](=O)([O-])O[C@@H]2[C@@H]1O, ,Lopac_Sigma,40837_LOPAC_Sigma_C 3912
CBP-0016963,CBP-0016963-01,A049,F20,48144-44-1,1354,NC(=N)NC(=N)Nc1cccc(c1)Cl,m-Chlorophenylbiguanide,Lopac_Sigma,40853_LOPAC_Sigma_C-144
CBP-0016979,CBP-0016979-01,A049,F21,1115-65-7,1549098,N[C@@H](CS(=O)O)C(=O)O,L-Cysteinesulfinic acid,Lopac_Sigma,40869_LOPAC_Sigma_C 4418
CBP-0016995,CBP-0016995-01,A049,F22,5627-46-3,1687,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccc(cc1)Cl,Clobenztropine,Lopac_Sigma,40885_LOPAC_Sigma_C-207
CBP-0016673,CBP-0016673-01,A049,G01,660-88-8,138,NCCCCC(=O)O,5-Aminovaleric acid,Lopac_Sigma,40550_LOPAC_Sigma_194336
CBP-0016689,CBP-0016689-01,A049,G02,50-48-6,2160,CN(C)CCC=C1c2ccccc2CCc2ccccc21,amitriptyline,Lopac_Sigma,40566_LOPAC_Sigma_A 8404
CBP-0016705,CBP-0016705-01,A049,G03,29212-32-6,1727,Nc1ccncc1,4-aminopyridine,Lopac_Sigma,40582_LOPAC_Sigma_A 0152
CBP-0016720,CBP-0016720-01,A049,G04, ,6603715,C[N+](C)(CCC(=O)CC[N+](C)(C)c1ccc(cc1)CC=C)c1ccc(cc1)CC=C,BW 284c51,Lopac_Sigma,40598_LOPAC_Sigma_A 9013
CBP-0016736,CBP-0016736-01,A049,G05,66711-21-5,2216,Nc1cc(c(c(c1)Cl)N=C1NCCN1)Cl,apraclonidine,Lopac_Sigma,40614_LOPAC_Sigma_A 0779
CBP-0016751,CBP-0016751-01,A049,G06,104534-78-3,6128,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,androstenedione,Lopac_Sigma,40630_LOPAC_Sigma_A 9630
CBP-0016767,CBP-0016767-01,A049,G07,143873-72-7,2154,Nc1nc(c2nc(cnc2n1)CNc1ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O)N,aminopterin,Lopac_Sigma,40646_LOPAC_Sigma_A 1784
CBP-0016783,CBP-0016783-01,A049,G08,72432-10-1,2196,COc1ccc(cc1)C(=O)N1CCCC1=O,aniracetam,Lopac_Sigma,40662_LOPAC_Sigma_A 9950
CBP-0016798,CBP-0016798-01,A049,G09,320-67-2,9444,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Azacitidine,Lopac_Sigma,40678_LOPAC_Sigma_A 2385
CBP-0016811,CBP-0016811-01,A049,G10,14028-44-5,2170,Clc1ccc2c(c1)C(=Nc1ccccc1O2)N1CCNCC1,amoxapine,Lopac_Sigma,40694_LOPAC_Sigma_A-129
CBP-0016827,CBP-0016827-01,A049,G11,321-64-2,1935,Nc1c2c(nc3ccccc13)CCCC2,Tacrine,Lopac_Sigma,40710_LOPAC_Sigma_A 3773
CBP-0016841,CBP-0016841-01,A049,G12,2756-85-6,1366,NC1(CCCCC1)C(=O)O,1-Aminocyclohexanecarboxylic acid,Lopac_Sigma,40726_LOPAC_Sigma_A-162
CBP-0002580,CBP-0002580-02,A049,G13,141294-79-3,2022,NC1=Nc2c(ncn2COCCO)C(=O)N1,acyclovir,Lopac_Sigma,40742_LOPAC_Sigma_A 4669
CBP-0016872,CBP-0016872-01,A049,G14, ,4397,Nc1ccc(cc1)CCNc1ncnc2n(cnc12)C1OC(CO)C(O)C1O,N6-2-(4-Aminophenyl)ethyladenosine,Lopac_Sigma,40758_LOPAC_Sigma_A-202
CBP-0016887,CBP-0016887-01,A049,G15,26914-13-6,2244,CC(=O)Oc1ccccc1C(=O)O,aspirin,Lopac_Sigma,40774_LOPAC_Sigma_A 5376
CBP-0016903,CBP-0016903-01,A049,G16,168560-79-0,2071,NC1(CCc2cc(ccc21)C(=O)O)C(=O)O,AIDA,Lopac_Sigma,40790_LOPAC_Sigma_A-254
CBP-0016919,CBP-0016919-01,A049,G17,8017-69-4,1986,CC(=O)Nc1nnc(s1)S(=O)(=O)N,acetazolamide,Lopac_Sigma,40806_LOPAC_Sigma_A 6011
CBP-0016935,CBP-0016935-01,A049,G18,106-51-4,4650,O=C1C=CC(=O)C=C1,p-benzoquinone,Lopac_Sigma,40822_LOPAC_Sigma_B 1266
CBP-0016949,CBP-0016949-01,A049,G19,75558-90-6,73333,CCNC(=O)N1CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1,Amperozide,Lopac_Sigma,40838_LOPAC_Sigma_A 6976
CBP-0016964,CBP-0016964-01,A049,G20,79-15-2,4353,CC(=O)NBr,n-bromoacetamide,Lopac_Sigma,40854_LOPAC_Sigma_B 2377
CBP-0016980,CBP-0016980-01,A049,G21,137053-86-2,16231,NC(=N)NC(=O)c1nc(c(nc1N)N)Cl,AMILORIDE,Lopac_Sigma,40870_LOPAC_Sigma_A 7410
CBP-0016996,CBP-0016996-01,A049,G22,17692-22-7,28688,Cc1sc2ccccc2c1CC1=NCCN1,METIZOLINE,Lopac_Sigma,40886_LOPAC_Sigma_B 4555
CBP-0016674,CBP-0016674-01,A049,H01,63659-18-7,2369,CC(C)NCC(O)COc1ccc(cc1)CCOCC1CC1,betaxolol,Lopac_Sigma,40551_LOPAC_Sigma_B 5683
CBP-0016690,CBP-0016690-01,A049,H02, ,641385,Cc1nnc(s1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cn1cnnn1)C2=O)C(=O)[O-],cefazolin(1-),Lopac_Sigma,40567_LOPAC_Sigma_C 5020
CBP-0016706,CBP-0016706-01,A049,H03,80677-48-1,2344,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1,Cogentinol,Lopac_Sigma,40583_LOPAC_Sigma_B 8262
CBP-0016721,CBP-0016721-01,A049,H04,792952-75-1,6044,OC(=O)c1ccc(cc1)[Hg]Cl,Chloromercuribenzoate,Lopac_Sigma,40599_LOPAC_Sigma_C 5913
CBP-0016737,CBP-0016737-01,A049,H05,77472-95-8,104973,CN(CCCl)Cc1cc(c(c(c1)Cl)N=C1NCCN1)Cl,Chloroethylclonidine,Lopac_Sigma,40615_LOPAC_Sigma_B-003
CBP-0016752,CBP-0016752-01,A049,H06, , ,CN1CCN(CC1)C1=Nc2cc(ccc2Nc2ccccc21)Cl, ,Lopac_Sigma,40631_LOPAC_Sigma_C 6305
CBP-0016768,CBP-0016768-01,A049,H07,17139-54-7,204966,C[N+](C)(C)CCOC(=O)CBr,2-Bromoacetylcholine,Lopac_Sigma,40647_LOPAC_Sigma_B-121
CBP-0016784,CBP-0016784-01,A049,H08,7614-29-1,4022,C[N+](C)(C)CC#CCOC(=O)Nc1cccc(c1)Cl,UNII-JO67EL43YO,Lopac_Sigma,40663_LOPAC_Sigma_C 7041
CBP-0016799,CBP-0016799-01,A049,H09,127299-93-8,2436,CC(Cc1ccc(cc1)OCC(=O)O[Na])NCC(O)c1cccc(c1)Cl,BRL 37344 sodium,Lopac_Sigma,40679_LOPAC_Sigma_B-169
CBP-0016812,CBP-0016812-01,A049,H10, ,9777579,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])COC(=O)C)c1csc(n1)N,CEFOTAXIME SODIUM SALT,Lopac_Sigma,40695_LOPAC_Sigma_C 7912
CBP-0016828,CBP-0016828-01,A049,H11,85340-56-3,1345,CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)-c1ccccc1Cl,PK 11195,Lopac_Sigma,40711_LOPAC_Sigma_C 0424
CBP-0016842,CBP-0016842-01,A049,H12, ,21680724,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc1ccncc1)C2=O)C(=O)[O-],BL-P 1322,Lopac_Sigma,40727_LOPAC_Sigma_C 8270
CBP-0016857,CBP-0016857-01,A049,H13,433-56-7,449215,C1ONC(=O)[C@H]1N,L-Cycloserine,Lopac_Sigma,40743_LOPAC_Sigma_C 1159
CBP-0016873,CBP-0016873-01,A049,H14,16474-90-1,289,Oc1ccccc1O,pyrocatechol,Lopac_Sigma,40759_LOPAC_Sigma_C 9510
CBP-0016888,CBP-0016888-01,A049,H15,21919-05-1,89105,NC(=O)c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])N1CC1,Tretazicar,Lopac_Sigma,40775_LOPAC_Sigma_C 2235
CBP-0016904,CBP-0016904-01,A049,H16, ,1403,CCN(CC)C(C)C(=O)N1c2ccccc2Sc2ccccc21,AS-1397,Lopac_Sigma,40791_LOPAC_Sigma_C-007
CBP-0016920,CBP-0016920-01,A049,H17,29253-51-8,5745,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,CORTISONE ACETATE,Lopac_Sigma,40807_LOPAC_Sigma_C 3130
CBP-0016936,CBP-0016936-01,A049,H18,74885-09-9,1809,NCCc1c[nH]c2ccc(cc12)C(=O)N,5-Carboxamidotryptamine,Lopac_Sigma,40823_LOPAC_Sigma_C-117
CBP-0016950,CBP-0016950-01,A049,H19,97992-02-4,2531,Clc1ccc(cc1)C(c1ccc(cc1)Cl)[n+]1ccn(c1)CC(OCc1ccc(cc1Cl)Cl)c1ccc(cc1Cl)Cl,Calmidazolium,Lopac_Sigma,40839_LOPAC_Sigma_C 3930
CBP-0016965,CBP-0016965-01,A049,H20, ,53299178,Nc1nc(nc2n(cnc12)[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)C1O)Cl,CCG-204448,Lopac_Sigma,40855_LOPAC_Sigma_C-145
CBP-0016981,CBP-0016981-01,A049,H21,715-91-3,12852,Nc1ncnc2n(cnc12)C1CCCC1,9-Cyclopentyladenine,Lopac_Sigma,40871_LOPAC_Sigma_C 4479
CBP-0016997,CBP-0016997-01,A049,H22,59939-16-1,2765,C1CN=C(COc2ccccc2C2CC2)N1,cirazoline,Lopac_Sigma,40887_LOPAC_Sigma_C-223
CBP-0016675,CBP-0016675-01,A049,I01,60252-41-7,4498,OC(=O)C1CCCNC1,nipecotic acid,Lopac_Sigma,40552_LOPAC_Sigma_211672
CBP-0016691,CBP-0016691-01,A049,I02,1951-25-3,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(c(c(c1)I)OCCN(CC)CC)I,amiodarone,Lopac_Sigma,40568_LOPAC_Sigma_A 8423
CBP-0016707,CBP-0016707-01,A049,I03,5908-99-6,3661,CN1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1,L-Hyoscyamine,Lopac_Sigma,40584_LOPAC_Sigma_A 0257
CBP-0016722,CBP-0016722-01,A049,I04, ,6713976,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@H](O)C1O,9-(b-D-Arabinofuranosyl)adenine,Lopac_Sigma,40600_LOPAC_Sigma_A 9251
CBP-0016738,CBP-0016738-01,A049,I05,3544-24-9,1645,NC(=O)c1cccc(c1)N,3-aminobenzamide,Lopac_Sigma,40616_LOPAC_Sigma_A 0788
CBP-0016753,CBP-0016753-01,A049,I06,125-84-8,2145,CCC1(CCC(=O)NC1=O)c1ccc(cc1)N,aminoglutethimide,Lopac_Sigma,40632_LOPAC_Sigma_A 9657
CBP-0016769,CBP-0016769-01,A049,I07,1210-83-9,903,CC(=O)NCCc1c[nH]c2ccc(cc12)O,N-Acetyl-5-hydroxytryptamine,Lopac_Sigma,40648_LOPAC_Sigma_A 1824
CBP-0016785,CBP-0016785-01,A049,I08,75922-48-4,1328,CCN1C(=O)N(CC)c2nc([nH]c2C1=O)-c1ccccc1,"1,3-Diethyl-8-phenylxanthine",Lopac_Sigma,40664_LOPAC_Sigma_A-003
CBP-0016800,CBP-0016800-01,A049,I09,1154-25-2,1795,CCN(C(C)C)c1nc(c(nc1Cl)C(=O)N=C(N)N)N,EIPA,Lopac_Sigma,40680_LOPAC_Sigma_A 3085
CBP-0016813,CBP-0016813-01,A049,I10,88097-86-3,2143,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1N,Aminobenztropine,Lopac_Sigma,40696_LOPAC_Sigma_A-138
CBP-0016829,CBP-0016829-01,A049,I11,246246-19-5,5311238,O[C@H]1C[C@H](F)[C@H](/C=C/[C@H](O)C2Cc3ccccc3C2)[C@H]1C/C=C\CCCC(=O)O,AL-8810,Lopac_Sigma,40712_LOPAC_Sigma_A 3846
CBP-0016843,CBP-0016843-01,A049,I12,60719-82-6,2081,CC(N)C(=O)OC(C)(C)Cc1ccc(cc1)Cl,Alaproclate,Lopac_Sigma,40728_LOPAC_Sigma_A-164
CBP-0016858,CBP-0016858-01,A049,I13, ,43262,CN(C)CCCO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@@H]21)C(O)CO,Lopac0_000047,Lopac_Sigma,40744_LOPAC_Sigma_A 4687
CBP-0016874,CBP-0016874-01,A049,I14,89708-38-3,73484,CN1CC(=C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)C,Agroclavine,Lopac_Sigma,40760_LOPAC_Sigma_A-206
CBP-0016889,CBP-0016889-01,A049,I15,96861-65-3,73314,CC(C)CN(C)c1nc(c(nc1Cl)C(=O)N=C(N)N)N,5-(N-Methyl-N-isobutyl)amiloride,Lopac_Sigma,40776_LOPAC_Sigma_A 5585
CBP-0016905,CBP-0016905-01,A049,I16,778546-51-3,6603703,NC[C@@H]1O[C@@H](Cc2c(c(ccc21)O)O)C12CC3CC(CC(C3)C2)C1,A-77636,Lopac_Sigma,40792_LOPAC_Sigma_A-255
CBP-0016921,CBP-0016921-01,A049,I17,63-75-2,2230,COC(=O)C1=CCCN(C)C1,arecoline,Lopac_Sigma,40808_LOPAC_Sigma_A 6134
CBP-0016937,CBP-0016937-01,A049,I18, ,24867835,NC1=Nc2c(nc(n2C2OC3CO[P@@](=O)([O-])O[C@@H]3C2O)Br)C(=O)N1,CCG-204225,Lopac_Sigma,40824_LOPAC_Sigma_B 1381
CBP-0016718,CBP-0016718-02,A049,I19,54852-84-5,2146,NNC(=N)N,aminoguanidine,Lopac_Sigma,40840_LOPAC_Sigma_A 7009
CBP-0016966,CBP-0016966-01,A049,I20,32188-07-1,6834,CN(C)CCC(c1ccc(cc1)Br)c1ccccn1,BROMPHENIRAMINE,Lopac_Sigma,40856_LOPAC_Sigma_B 2390
CBP-0016982,CBP-0016982-01,A049,I21,106020-65-9,2249,CC(C)NCC(O)COc1ccc(cc1)CC(=O)N,atenolol,Lopac_Sigma,40872_LOPAC_Sigma_A 7655
CBP-0016998,CBP-0016998-01,A049,I22,134470-38-5,5353454,CC(/C=C/c1cccc(c1)Oc1ccc(cc1)F)N(O)C(=O)N,BW B70C,Lopac_Sigma,40888_LOPAC_Sigma_B 4558
CBP-0016676,CBP-0016676-01,A049,J01,618-39-3,2332,NC(=N)c1ccccc1,benzamidine,Lopac_Sigma,40553_LOPAC_Sigma_B 6506
CBP-0016692,CBP-0016692-01,A049,J02,442-52-4,2782,Clc1ccc(cc1)Cn1c(nc2ccccc12)CN1CCCC1,Clemizole,Lopac_Sigma,40569_LOPAC_Sigma_C 5040
CBP-0016708,CBP-0016708-01,A049,J03,34185-37-0,5087,CCCCOc1cc(ccc1OC)CC1CNC(=O)N1,RO 20-1724,Lopac_Sigma,40585_LOPAC_Sigma_B 8279
CBP-0016723,CBP-0016723-01,A049,J04,75202-09-4,854019,CN1[C@@H](CCC1=O)c1cccnc1,cotinine,Lopac_Sigma,40601_LOPAC_Sigma_C 5923
CBP-0016739,CBP-0016739-01,A049,J05,86820-21-5,1862,NCC(O)c1cc(c(cc1F)O)O,6-Fluoronorepinephrine,Lopac_Sigma,40617_LOPAC_Sigma_B-012
CBP-0016754,CBP-0016754-01,A049,J06,1991-78-2,4652,NC(Cc1ccc(cc1)Cl)C(=O)O,Fenclonine,Lopac_Sigma,40633_LOPAC_Sigma_C 6506
CBP-0016770,CBP-0016770-01,A049,J07,21102-94-3,2419,COc1ccccc1N1CCN(CC1)CCN1C(=O)CC2(CCCC2)CC1=O,Bmy-7378,Lopac_Sigma,40649_LOPAC_Sigma_B-134
CBP-0016786,CBP-0016786-01,A049,J08, ,3626837,COc1cccc(c1)C(=O)NCCN1CCN(CC1)c1ccc(cc1)Cl,N-(2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,Lopac_Sigma,40665_LOPAC_Sigma_C 7230
CBP-0016801,CBP-0016801-01,A049,J09,57477-39-1,2438,CN1CCC(CC1)c1c[nH]c2ccc(cc12)O,57477-39-1,Lopac_Sigma,40681_LOPAC_Sigma_B-173
CBP-0016814,CBP-0016814-01,A049,J10,68550-75-4,2753,CN(C1CCCCC1)C(=O)CCCOc1ccc2c(c1)C=CC(=O)N2,cilostamide,Lopac_Sigma,40697_LOPAC_Sigma_C 7971
CBP-0016830,CBP-0016830-01,A049,J11,331-89-5,689043,OC(=O)/C=C/c1ccc(c(c1)O)O,caffeic acid,Lopac_Sigma,40713_LOPAC_Sigma_C 0625
CBP-0016844,CBP-0016844-01,A049,J12, ,169373,CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)C1=CCC=CC1)C2=O)C(=O)O,Cefradin; SQ-11436,Lopac_Sigma,40729_LOPAC_Sigma_C 8395
CBP-0016859,CBP-0016859-01,A049,J13,110448-31-2,4217,Clc1cccc2c(cccc12)S(=O)(=O)N1CCCNCC1,CHEMBL429298,Lopac_Sigma,40745_LOPAC_Sigma_C 1172
CBP-0016875,CBP-0016875-01,A049,J14,26049-94-5,99625,ClCC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,ZPCK,Lopac_Sigma,40761_LOPAC_Sigma_C 9511
CBP-0016890,CBP-0016890-01,A049,J15,56897-53-1,2574,NCCC(=O)NCCc1cnc[nH]1,Carcinine,Lopac_Sigma,40777_LOPAC_Sigma_C 2321
CBP-0016906,CBP-0016906-01,A049,J16, ,657347,C[C@H]1OC[C@@H](C[N+](C)(C)C)O1,CHEMBL105457,Lopac_Sigma,40793_LOPAC_Sigma_C-008
CBP-0016922,CBP-0016922-01,A049,J17, ,24867843,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CCC[C@@H](N)C(=O)[O-])C2=O)C(=O)[O-],CCG-204376,Lopac_Sigma,40809_LOPAC_Sigma_C 3270
CBP-0016938,CBP-0016938-01,A049,J18,77474-31-8,1884,OC(=O)c1cc(c2ccc(cc2n1)Cl)O,7-Chlorokynurenic acid,Lopac_Sigma,40825_LOPAC_Sigma_C-121
CBP-0016951,CBP-0016951-01,A049,J19,144625-51-4,119376,Cn1cc(c2ccccc12)C(=O)OCC1CCN(CCNS(=O)(=O)C)CC1,GR 113808,Lopac_Sigma,40841_LOPAC_Sigma_G 5918
CBP-0016967,CBP-0016967-01,A049,J20, ,23986637,C[C@H]1C2Cc3ccc(cc3[C@]1(C)CCN2CC1CC1)O,CHEMBL59092,Lopac_Sigma,40857_LOPAC_Sigma_C-147
CBP-0016983,CBP-0016983-01,A049,J21, ,7048634,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1cccs1)C2=O)C(=O)[O-],MLS000069577,Lopac_Sigma,40873_LOPAC_Sigma_C 4520
CBP-0016999,CBP-0016999-01,A049,J22,137888-49-4,2685,Cn1cc(nc1-c1ccc(cc1)OCC(O)CNCCOc1ccc(c(c1)C(=O)N)O)C(F)(F)F,CGP 20712A,Lopac_Sigma,40889_LOPAC_Sigma_C-231
CBP-0016677,CBP-0016677-01,A049,K01,32733-99-6,2266,OC(=O)CCCCCCCC(=O)O,azelaic acid,Lopac_Sigma,40554_LOPAC_Sigma_246379
CBP-0016693,CBP-0016693-01,A049,K02,34284-75-8,1701,NCCc1ccc(cc1)S(=O)(=O)F,AEBSF,Lopac_Sigma,40570_LOPAC_Sigma_A 8456
CBP-0001493,CBP-0001493-02,A049,K03,47189-47-9,5861,C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1,N-Methylatropine,Lopac_Sigma,40586_LOPAC_Sigma_A 0382
CBP-0016724,CBP-0016724-01,A049,K04,90819-17-3,5960,N[C@@H](CC(=O)O)C(=O)O,L-aspartic acid,Lopac_Sigma,40602_LOPAC_Sigma_A 9256
CBP-0016755,CBP-0016755-01,A049,K06,1003-51-6,1232,NC1CCN(O)C1=O,3-amino-1-hydroxypyrrolidin-2-one,Lopac_Sigma,40634_LOPAC_Sigma_A 9699
CBP-0016771,CBP-0016771-01,A049,K07,857155-55-6,2259,OC(=O)C1=CC(=C(c2ccc(c(c2)C(=O)O)O)c2ccc(c(c2)C(=O)O)O)C=CC1=O,aurintricarboxylic acid,Lopac_Sigma,40650_LOPAC_Sigma_A 1895
CBP-0016787,CBP-0016787-01,A049,K08,80206-91-3,1908,CN1C(=O)N(C)c2nc([nH]c2C1=O)-c1ccc(cc1)S(=O)(=O)O,8-(p-Sulfophenyl)theophylline,Lopac_Sigma,40666_LOPAC_Sigma_A-013
CBP-0016815,CBP-0016815-01,A049,K10,35516-99-5,2229,CN1CCC=C(C1)C(=O)OCC#C,Arecaidine propargyl ester,Lopac_Sigma,40698_LOPAC_Sigma_A-140
CBP-0016831,CBP-0016831-01,A049,K11,1614-12-6,1367,Nn1nnc2ccccc12,1-aminobenzotriazole,Lopac_Sigma,40714_LOPAC_Sigma_A 3940
CBP-0016845,CBP-0016845-01,A049,K12, , ,Nc1ncnc2n(cnc12)C1OC2COP(=S)([O-])O[C@@H]2[C@@H]1O, ,Lopac_Sigma,40730_LOPAC_Sigma_A-165
CBP-0016860,CBP-0016860-01,A049,K13,78934-83-5,122215,CCCCCCCCCC[Si](C)(C)CCC(=O)NC(Cc1ccc(cc1)C)c1ccccc1,Sandoz 58-035,Lopac_Sigma,40746_LOPAC_Sigma_S 9318
CBP-0016876,CBP-0016876-01,A049,K14,57659-38-8,3452,NC(CCC(=O)O)C#C,gamma-Acetylenic gaba,Lopac_Sigma,40762_LOPAC_Sigma_A-230
CBP-0016891,CBP-0016891-01,A049,K15,4468-05-7,20544,CC(=O)SCC[N+](C)(C)C,ACETYLTHIOCHOLINE,Lopac_Sigma,40778_LOPAC_Sigma_A 5626
CBP-0016907,CBP-0016907-01,A049,K16,140158-50-5,2253,CC(C)(C)c1onc(c1CC([NH3+])C(=O)[O-])O,ATPA,Lopac_Sigma,40794_LOPAC_Sigma_A-263
CBP-0016923,CBP-0016923-01,A049,K17, ,6603710,CCS(=O)(=O)Nc1cccc(c1)C(=C1CCCCC1)c1cnc[nH]1,A-315456,Lopac_Sigma,40810_LOPAC_Sigma_A 6351
CBP-0016952,CBP-0016952-01,A049,K19,306-60-5,199,NCCCCNC(=N)N,agmatine,Lopac_Sigma,40842_LOPAC_Sigma_A 7127
CBP-0016968,CBP-0016968-01,A049,K20,2898-76-2,108107,N/C(=N\C(=O)c1nc(c(nc1N)N)Cl)NCc1ccccc1,Benzamil,Lopac_Sigma,40858_LOPAC_Sigma_B 2417
CBP-0016984,CBP-0016984-01,A049,K21, ,11957457,C[C@@]12CC[C@H]3[C@@H](CCC4C[C@H](O)CC[C@@]43C)[C@@H]2CC[C@@H]1O,"Androstane-3alpha,17beta-diol",Lopac_Sigma,40874_LOPAC_Sigma_A 7755
CBP-0017000,CBP-0017000-01,A049,K22,723-73-9,6035,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(Br)C(=O)NC1=O,5-BROMO-2'-DEOXYURIDINE,Lopac_Sigma,40890_LOPAC_Sigma_B 5002
CBP-0016678,CBP-0016678-01,A049,L01, ,6710614,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Spectrum_000080,Lopac_Sigma,40555_LOPAC_Sigma_B 7005
CBP-0016694,CBP-0016694-01,A049,L02, ,11957496,Nc1nc(nc2n(cnc12)[C@@H]1O[C@H](CO)[C@H](O)C1O)Cl,2-CADO,Lopac_Sigma,40571_LOPAC_Sigma_C 5134
CBP-0016709,CBP-0016709-01,A049,L03,58970-76-6,72172,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,Bestatin,Lopac_Sigma,40587_LOPAC_Sigma_B 8385
CBP-0016725,CBP-0016725-01,A049,L04, ,24867844,C[C@H](Cc1ccc2c(c1)OC(O2)(C(=O)[O-])C(=O)[O-])NC[C@H](O)c1cccc(c1)Cl,CHEMBL32590,Lopac_Sigma,40603_LOPAC_Sigma_C 5976
CBP-0016740,CBP-0016740-01,A049,L05, ,11957482,CC(C)(NC(=O)CBr)[C@H]1CCC[C@](C)(C1)NCC(O)COc1ccccc1CC=C,Bromoacetyl alprenolol menthane,Lopac_Sigma,40619_LOPAC_Sigma_B-015
CBP-0016756,CBP-0016756-01,A049,L06,56598-66-4,2719,CCN(CC)CCCC(C)Nc1ccnc2cc(ccc12)Cl,chloroquine,Lopac_Sigma,40635_LOPAC_Sigma_C 6628
CBP-0016772,CBP-0016772-01,A049,L07, ,10452020,Oc1cc2c(c(c1O)Br)CCN(CC=C)C[C@@H]2c1ccccc1,CHEMBL34095,Lopac_Sigma,40651_LOPAC_Sigma_B-135
CBP-0016788,CBP-0016788-01,A049,L08,51-85-4,2915,NCCSSCCN,cystamine,Lopac_Sigma,40667_LOPAC_Sigma_C 7255
CBP-0016802,CBP-0016802-01,A049,L09, ,4284720,CC(N)Cc1c[nH]c2ccc(cc12)OCc1cccs1,BW-723C86,Lopac_Sigma,40683_LOPAC_Sigma_B-175
CBP-0016816,CBP-0016816-01,A049,L10,499-51-4,8743,OC(=O)C1=CC(=O)C=C(N1)C(=O)O,CHELIDAMIC ACID,Lopac_Sigma,40699_LOPAC_Sigma_C 8011
CBP-0016832,CBP-0016832-01,A049,L11,73963-72-1,2754,O=C1CCc2cc(ccc2N1)OCCCCc1nnnn1C1CCCCC1,cilostazol,Lopac_Sigma,40715_LOPAC_Sigma_C 0737
CBP-0016846,CBP-0016846-01,A049,L12,62078-98-2,3172,CCN(CCCl)Cc1ccccc1Br,DSP 4,Lopac_Sigma,40731_LOPAC_Sigma_C 8417
CBP-0016861,CBP-0016861-01,A049,L13,5323-80-8,9064,O[C@H]1Cc2c(cc(cc2O[C@@H]1c1ccc(c(c1)O)O)O)O,(+)-catechin,Lopac_Sigma,40747_LOPAC_Sigma_C 1251
CBP-0016877,CBP-0016877-01,A049,L14,179067-99-3,6324610,CCOC(=O)C12CC2/C(=N/O)c2ccccc2O1,CPCCOEt,Lopac_Sigma,40763_LOPAC_Sigma_C 9611
CBP-0016892,CBP-0016892-01,A049,L15,50-22-6,5753,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,CORTICOSTERONE,Lopac_Sigma,40779_LOPAC_Sigma_C 2505
CBP-0016908,CBP-0016908-01,A049,L16, ,6603753,C[C@@H]1O[C@@H](CS1)C[N+](C)(C)C,OXA-22 iodide,Lopac_Sigma,40795_LOPAC_Sigma_C-011
CBP-0016924,CBP-0016924-01,A049,L17,190653-73-7,2794188,CCn1cnc2c(nc(nc12)N[C@@H]1CCCC[C@@H]1N)Nc1cccc(c1)Cl,CGP74514A,Lopac_Sigma,40811_LOPAC_Sigma_C 3353
